0.83104,0.55621,0.00000
0.92817,0.37216,0.00000
0.98536,0.17050,0.00000
0.99915,-0.04122,0.00000
0.96798,-0.25102,0.00000
0.89247,-0.45111,0.00000
0.77753,-0.62885,0.00000
0.62725,-0.77882,0.00000
0.44968,-0.89319,0.00000
0.25566,-0.96677,0.00000
0.05300,-0.99859,0.00000
-0.15103,-0.98853,0.00000
-0.34815,-0.93744,0.00000
-0.53166,-0.84696,0.00000
-0.69462,-0.71938,0.00000
-0.82827,-0.56032,0.00000
-0.92657,-0.37612,0.00000
-0.98502,-0.17247,0.00000
-0.99922,0.03944,0.00000
-0.96776,0.25187,0.00000
-0.89211,0.45181,0.00000
-0.77533,0.63155,0.00000
-0.62383,0.78156,0.00000
-0.44750,0.89428,0.00000
-0.25235,0.96764,0.00000
-0.04744,0.99887,0.00000
0.15895,0.98729,0.00000
0.35728,0.93400,0.00000
0.53940,0.84205,0.00000
0.69947,0.71466,0.00000
0.83202,0.55475,0.00000
0.92899,0.37009,0.00000
0.98585,0.16762,0.00000
0.99902,-0.04434,0.00000
0.96699,-0.25480,0.00000
0.89060,-0.45479,0.00000
0.77459,-0.63246,0.00000
0.62310,-0.78214,0.00000
0.44521,-0.89542,0.00000
0.25102,-0.96798,0.00000
0.04758,-0.99887,0.00000
-0.15719,-0.98757,0.00000
-0.35448,-0.93507,0.00000
-0.53730,-0.84339,0.00000
-0.69942,-0.71471,0.00000
-0.83227,-0.55438,0.00000
-0.92930,-0.36932,0.00000
-0.98629,-0.16503,0.00000
-0.99888,0.04734,0.00000
-0.96573,0.25956,0.00000
-0.88833,0.45920,0.00000
-0.77013,0.63788,0.00000
-0.61716,0.78684,0.00000
-0.43956,0.89821,0.00000
-0.24404,0.96977,0.00000
-0.03903,0.99924,0.00000
0.16620,0.98609,0.00000
0.36375,0.93150,0.00000
0.54526,0.83827,0.00000
0.70486,0.70935,0.00000
0.83624,0.54837,0.00000
0.93164,0.36338,0.00000
0.98716,0.15974,0.00000
0.99864,-0.05208,0.00000
0.96494,-0.26247,0.00000
0.88699,-0.46178,0.00000
0.76953,-0.63861,0.00000
0.61666,-0.78723,0.00000
0.43850,-0.89873,0.00000
0.24394,-0.96979,0.00000
0.03961,-0.99922,0.00000
-0.16554,-0.98620,0.00000
-0.36283,-0.93186,0.00000
-0.54477,-0.83859,0.00000
-0.70557,-0.70864,0.00000
-0.83717,-0.54694,0.00000
-0.93260,-0.36090,0.00000
-0.98774,-0.15609,0.00000
-0.99840,0.05660,0.00000
-0.96332,0.26837,0.00000
-0.88400,0.46749,0.00000
-0.76442,0.64471,0.00000
-0.61011,0.79231,0.00000
-0.43127,0.90222,0.00000
-0.23574,0.97182,0.00000
-0.03082,0.99953,0.00000
0.17387,0.98477,0.00000
0.37029,0.92892,0.00000
0.55090,0.83457,0.00000
0.71013,0.70407,0.00000
0.84020,0.54227,0.00000
0.93439,0.35626,0.00000
0.98835,0.15221,0.00000
0.99823,-0.05946,0.00000
0.96280,-0.27020,0.00000
0.88360,-0.46823,0.00000
0.76454,-0.64458,0.00000
0.61057,-0.79196,0.00000
0.43216,-0.90180,0.00000
0.23679,-0.97156,0.00000
0.03178,-0.99949,0.00000
-0.17354,-0.98483,0.00000
-0.37076,-0.92873,0.00000
-0.55199,-0.83385,0.00000
-0.71145,-0.70274,0.00000
-0.84181,-0.53978,0.00000
-0.93571,-0.35277,0.00000
-0.98906,-0.14749,0.00000
-0.99786,0.06544,0.00000
-0.96095,0.27672,0.00000
-0.87976,0.47541,0.00000
-0.75880,0.65133,0.00000
-0.60319,0.79760,0.00000
-0.42309,0.90609,0.00000
-0.22735,0.97381,0.00000
-0.02269,0.99974,0.00000
0.18162,0.98337,0.00000
0.37709,0.92618,0.00000
0.55702,0.83050,0.00000
0.71562,0.69849,0.00000
0.84444,0.53564,0.00000
0.93713,0.34899,0.00000
0.98956,0.14415,0.00000
0.99772,-0.06742,0.00000
0.96059,-0.27796,0.00000
0.87992,-0.47512,0.00000
0.75915,-0.65092,0.00000
0.60432,-0.79674,0.00000
0.42560,-0.90491,0.00000
0.22910,-0.97340,0.00000
0.02342,-0.99973,0.00000
-0.18236,-0.98323,0.00000
-0.37944,-0.92522,0.00000
-0.56000,-0.82850,0.00000
-0.71802,-0.69603,0.00000
-0.84690,-0.53175,0.00000
-0.93909,-0.34366,0.00000
-0.99045,-0.13789,0.00000
-0.99716,0.07530,0.00000
-0.95823,0.28599,0.00000
-0.87496,0.48419,0.00000
-0.75241,0.65870,0.00000
-0.59545,0.80339,0.00000
-0.41383,0.91035,0.00000
-0.21742,0.97608,0.00000
-0.01325,0.99991,0.00000
0.19027,0.98173,0.00000
0.38492,0.92295,0.00000
0.56448,0.82545,0.00000
0.72216,0.69173,0.00000
0.84931,0.52789,0.00000
0.94032,0.34028,0.00000
0.99085,0.13497,0.00000
0.99706,-0.07666,0.00000
0.95790,-0.28711,0.00000
0.87554,-0.48314,0.00000
0.75286,-0.65818,0.00000
0.59716,-0.80212,0.00000
0.41739,-0.90873,0.00000
0.21985,-0.97553,0.00000
0.01332,-0.99991,0.00000
-0.19280,-0.98124,0.00000
-0.38963,-0.92097,0.00000
-0.56940,-0.82206,0.00000
-0.72579,-0.68792,0.00000
-0.85288,-0.52210,0.00000
-0.94302,-0.33273,0.00000
-0.99197,-0.12650,0.00000
-0.99620,0.08705,0.00000
-0.95486,0.29706,0.00000
-0.86916,0.49454,0.00000
-0.74474,0.66735,0.00000
-0.58622,0.81016,0.00000
-0.40298,0.91521,0.00000
-0.20544,0.97867,0.00000
-0.00149,1.00000,0.00000
0.20124,0.97954,0.00000
0.39527,0.91856,0.00000
0.57436,0.81860,0.00000
0.73045,0.68297,0.00000
0.85539,0.51798,0.00000
0.94439,0.32883,0.00000
0.99238,0.12319,0.00000
0.99605,-0.08884,0.00000
0.95434,-0.29871,0.00000
0.86960,-0.49375,0.00000
0.74464,-0.66746,0.00000
0.58782,-0.80899,0.00000
0.40662,-0.91360,0.00000
0.20764,-0.97821,0.00000
0.00047,-1.00000,0.00000
-0.20562,-0.97863,0.00000
-0.40202,-0.91563,0.00000
-0.58077,-0.81407,0.00000
-0.73522,-0.67783,0.00000
-0.86006,-0.51020,0.00000
-0.94766,-0.31928,0.00000
-0.99365,-0.11252,0.00000
-0.99484,0.10145,0.00000
-0.95049,0.31075,0.00000
-0.86190,0.50708,0.00000
-0.73522,0.67783,0.00000
-0.57481,0.81828,0.00000
-0.38983,0.92089,0.00000
-0.19093,0.98160,0.00000
0.01334,0.99991,0.00000
0.21578,0.97644,0.00000
0.40944,0.91233,0.00000
0.58752,0.80921,0.00000
0.74126,0.67121,0.00000
0.86347,0.50440,0.00000
0.94969,0.31318,0.00000
0.99426,0.10695,0.00000
0.99440,-0.10568,0.00000
0.94933,-0.31427,0.00000
0.86118,-0.50829,0.00000
0.73341,-0.67979,0.00000
0.57484,-0.81826,0.00000
0.39134,-0.92025,0.00000
0.19093,-0.98160,0.00000
-0.01662,-0.99986,0.00000
-0.22238,-0.97496,0.00000
-0.41798,-0.90846,0.00000
-0.59519,-0.80359,0.00000
-0.74727,-0.66452,0.00000
-0.86907,-0.49469,0.00000
-0.95333,-0.30192,0.00000
-0.99555,-0.09428,0.00000
-0.99279,0.11990,0.00000
-0.94455,0.32837,0.00000
-0.85234,0.52299,0.00000
-0.72256,0.69131,0.00000
-0.56006,0.82845,0.00000
-0.37305,0.92781,0.00000
-0.17267,0.98498,0.00000
0.03237,0.99948,0.00000
0.23488,0.97202,0.00000
0.42810,0.90373,0.00000
0.60436,0.79671,0.00000
0.75507,0.65564,0.00000
0.87390,0.48611,0.00000
0.95619,0.29273,0.00000
0.99631,0.08585,0.00000
0.99188,-0.12717,0.00000
0.94246,-0.33431,0.00000
0.84997,-0.52684,0.00000
0.71886,-0.69516,0.00000
0.55750,-0.83018,0.00000
0.37143,-0.92846,0.00000
0.16961,-0.98551,0.00000
-0.03812,-0.99927,0.00000
-0.24320,-0.96998,0.00000
-0.43746,-0.89924,0.00000
-0.61264,-0.79036,0.00000
-0.76183,-0.64778,0.00000
-0.87985,-0.47525,0.00000
-0.95990,-0.28035,0.00000
-0.99743,-0.07164,0.00000
-0.98980,0.14248,0.00000
-0.93684,0.34976,0.00000
-0.84022,0.54224,0.00000
-0.70653,0.70769,0.00000
-0.54150,0.84070,0.00000
-0.35249,0.93582,0.00000
-0.15049,0.98861,0.00000
0.05547,0.99846,0.00000
0.25815,0.96611,0.00000
0.45039,0.89283,0.00000
0.62380,0.78158,0.00000
0.77077,0.63711,0.00000
0.88566,0.46434,0.00000
0.96317,0.26888,0.00000
0.99814,0.06097,0.00000
0.98837,-0.15207,0.00000
0.93382,-0.35773,0.00000
0.83624,-0.54837,0.00000
0.70160,-0.71257,0.00000
0.53675,-0.84374,0.00000
0.34779,-0.93757,0.00000
0.14487,-0.98945,0.00000
-0.06244,-0.99805,0.00000
-0.26626,-0.96390,0.00000
-0.45879,-0.88854,0.00000
-0.63162,-0.77528,0.00000
-0.77747,-0.62893,0.00000
-0.89130,-0.45341,0.00000
-0.96660,-0.25628,0.00000
-0.99891,-0.04661,0.00000
-0.98588,0.16747,0.00000
-0.92770,0.37332,0.00000
-0.82623,0.56333,0.00000
-0.68842,0.72531,0.00000
-0.52042,0.85391,0.00000
-0.32950,0.94416,0.00000
-0.12595,0.99204,0.00000
0.08087,0.99672,0.00000
0.28342,0.95900,0.00000
0.47391,0.88057,0.00000
0.64415,0.76490,0.00000
0.78721,0.61669,0.00000
0.89789,0.44022,0.00000
0.97007,0.24282,0.00000
0.99944,0.03350,0.00000
0.98380,-0.17927,0.00000
0.92362,-0.38332,0.00000
0.82073,-0.57132,0.00000
0.68216,-0.73120,0.00000
0.51316,-0.85829,0.00000
0.32167,-0.94685,0.00000
0.11824,-0.99299,0.00000
-0.08826,-0.99610,0.00000
-0.29044,-0.95689,0.00000
-0.48093,-0.87676,0.00000
-0.65111,-0.75898,0.00000
-0.79336,-0.60875,0.00000
